#{"t_start": 1695647713.2101433, "env_id": null}
r,l,t
3.0,1,1233.823279
11.700496,2,1247.772498
3.0,1,1254.555284
15.991189,2,1267.509406
22.140787,4,1291.88807
7.33797,2,1304.956587
15.556523,2,1317.388052
40.811517,5,1348.67189
14.874249,3,1367.427292
6.384687,2,1381.739836
15.312416,2,1394.505523
3.0,1,1402.072554
19.40969,3,1421.966323
15.512429,3,1442.289415
15.710901,2,1456.504965
3.0,1,1463.806712
14.096946,2,1477.605017
25.948418,3,1496.653699
24.59805,3,1515.937971
4.802283,2,1529.721802
33.123232,5,1560.957276
107.017414,11,1626.854696
3.0,1,1634.786935
86.411509,10,1698.008822
3.0,1,1705.621626
3.0,1,1713.045171
77.744328,8,1762.46898
3.0,1,1770.506207
30.274248,4,1796.902143
97.038191,11,1865.219508
84.460108,9,1921.269226
103.359792,9,1977.23748
13.66192,2,1990.969486
20.919074,3,2011.600824
20.922385,3,2031.358254
3.0,1,2038.468706
45.117911,4,2062.286242
3.0,1,2070.122218
3.0,1,2078.217157
20.833935,3,2097.802105
117.608121,11,2165.418689
83.692393,8,2215.517808
28.667053,3,2234.209122
70.686477,8,2283.950149
115.609137,10,2345.817363
54.148626,5,2378.582864
65.440434,7,2421.602709
29.354574,4,2447.602971
43.592892,4,2474.467975
14.659433,2,2488.714983
36.464346,5,2520.083097
64.29158,7,2563.199664
54.560246,5,2594.815901
120.045831,6,2632.131427
148.164554,8,2681.015651
66.15518,7,2722.965454
104.75244,9,2779.14741
74.360333,6,2817.064933
86.82914,8,2868.981269
70.846859,2,2882.999223
44.766846,4,2908.333141
43.278919,4,2933.529607
81.602765,8,2983.214046
101.195486,8,3033.393415
12.184623,1,3041.551114
88.403962,7,3084.988281
109.580222,5,3117.579085
55.613559,6,3154.980468
14.014461,2,3168.39472
25.546305,3,3187.696915
24.919022,3,3206.967276
83.617438,3,3227.397032
49.627159,5,3258.045805
36.494781,4,3283.713535
77.418146,7,3324.801013
76.749102,8,3375.602245
20.156138,3,3393.428348
74.975358,7,3439.143471
73.281135,7,3482.411842
34.640351,4,3507.626543
39.330368,5,3538.210803
96.904082,9,3593.794328
72.457086,7,3636.657578
93.684852,8,3685.659397
51.397636,6,3724.776279
25.759843,2,3738.982087
27.254599,3,3758.875811
90.867705,7,3801.342717
46.763086,5,3832.857706
92.055418,8,3881.575464
135.732152,7,3927.626789
12.949852,1,3935.559034
58.524828,5,3968.72608
88.765662,8,4016.823971
82.918912,8,4067.37367
75.025935,7,4112.624056
101.331147,9,4170.292585
87.721062,7,4213.140032
6.542683,2,4227.44335
67.917706,7,4271.465409
97.728938,9,4327.340704
28.583502,4,4353.072551
138.844029,8,4400.590105
10.158267,2,4414.091206
71.318963,7,4455.991371
79.546823,7,4501.007213
71.06056,7,4545.205594
34.724598,4,4571.137695
25.993915,2,4584.956008
77.926948,6,4623.289105
48.20415,5,4654.621454
41.525733,5,4685.99486
9.146421,2,4699.1539
70.23911,2,4713.104135
71.10654,7,4756.437195
32.411066,3,4776.286819
66.676153,7,4820.703766
71.696898,6,4859.955757
52.055408,6,4898.071815
96.517705,8,4948.585766
56.751432,5,4980.009165
58.687413,6,5018.503668
48.238526,4,5044.836528
90.615406,7,5088.034655
37.848996,3,5107.617899
21.530524,2,5120.219807
63.238126,6,5156.427164
146.997617,8,5203.568334
62.046171,6,5242.185159
65.111097,7,5286.568382
109.12316,5,5317.234818
22.290108,3,5337.051055
108.912648,9,5393.883798
80.626694,7,5439.283716
72.915324,6,5477.59969
90.679099,7,5521.401455
78.021123,8,5571.682497
25.379011,2,5585.51693
35.720599,3,5605.357947
22.508909,2,5619.374619
80.933814,9,5675.748803
51.808136,5,5707.349559
32.397495,3,5726.865881
81.62322,7,5769.953214
23.16029,3,5789.948751
95.333759,8,5839.148649
65.619706,7,5883.478276
48.495873,5,5915.613763
12.340784,1,5923.064906
68.930018,7,5967.171602
10.266453,2,5981.240483
87.118186,8,6029.214625
53.431959,6,6068.346632
24.379046,4,6094.881861
62.766177,8,6145.613478
82.910439,7,6188.835738
97.290243,8,6240.640377
68.507743,6,6280.234909
93.85092,8,6330.379124
29.726359,3,6347.979161
67.241026,7,6391.761406
72.260082,7,6433.614602
40.24147,6,6470.712497
22.26182,5,6501.183672
78.856591,7,6544.661054
80.11666,8,6594.260719
51.599965,6,6632.91084
122.765693,6,6670.81491
135.29069,7,6713.561462
90.8509,7,6757.330216
48.023285,5,6787.292685
103.930162,8,6836.393508
32.629901,4,6861.530649
77.59687,7,6902.660496
29.868588,4,6928.592228
50.600841,5,6960.325204
102.678701,8,7009.893319
61.993497,5,7040.242513
34.836491,3,7060.276621
64.482612,5,7091.893081
94.206977,8,7141.875904
16.385256,3,7162.641072
80.129702,7,7206.625671
74.973041,7,7248.358587
38.580636,3,7268.107502
87.898983,8,7315.509991
76.389985,7,7360.161101
44.274886,5,7391.125713
135.905278,7,7433.55714
90.384145,7,7478.521741
73.58867,7,7523.725155
88.022863,8,7573.037641
83.454665,8,7623.339797
43.585014,5,7653.427214
100.568176,8,7700.555969
56.771195,5,7730.224756
80.110062,7,7772.321064
33.177814,4,7796.873086
71.815634,7,7840.32062
88.923655,7,7882.109213
25.814331,2,7896.437011
55.112889,6,7935.321553
93.389105,8,7987.072381
47.619825,6,8025.820266
25.450801,2,8039.523646
27.268731,3,8058.759139
121.998382,6,8097.603354
80.191184,8,8148.919078
48.457664,5,8180.536405
89.408266,8,8227.56937
57.974045,1,8234.969225
34.588,4,8261.768861
39.744708,5,8292.286907
34.735841,3,8312.769377
14.073506,2,8326.119
58.045925,6,8363.758533
68.928821,6,8401.436064
70.201255,2,8416.004226
27.007943,3,8435.99079
70.846343,7,8480.357821
45.497314,4,8506.70084
78.558484,8,8555.819446
73.743333,6,8593.517732
63.976297,7,8637.768574
31.48556,3,8658.123896
74.521568,7,8701.683394
93.935586,8,8749.436527
38.585101,3,8769.335468
80.068059,7,8814.983472
79.877852,8,8864.453491
73.442185,7,8909.066157
116.202535,9,8963.848684
50.713177,4,8990.681643
23.103184,3,9010.967175
57.518319,6,9048.11496
71.319293,7,9092.85072
59.222548,5,9123.01472
109.115075,5,9154.047473
86.917223,7,9197.581531
71.362655,6,9237.13115
35.02404,3,9256.664996
91.744948,8,9306.198975
84.378334,8,9356.339972
50.871739,5,9388.364089
90.557749,8,9438.896417
80.867665,7,9482.482916
32.091049,4,9506.778164
86.790263,8,9557.317819
67.933888,6,9595.646725
135.867624,7,9638.796784
93.311137,8,9687.911113
140.180587,8,9738.230983
18.695514,2,9752.677481
22.916902,3,9772.227719
87.399681,8,9821.664536
72.491481,7,9864.727648
56.826104,1,9872.196556
38.400122,3,9891.610957
85.712002,8,9941.844399
80.871629,7,9986.110583
85.121335,8,10037.160571
75.190964,7,10080.242747
79.272134,7,10124.34305
8.395653,2,10138.025683
72.18339,6,10176.674937
70.825873,2,10189.726489
62.555411,6,10225.509539
71.897366,7,10269.946256
80.73106,3,10289.359059
82.754011,7,10333.677388
89.84391,7,10376.981438
116.161312,9,10433.540911
51.044428,5,10465.808858
68.523822,7,10508.689534
107.667682,5,10539.141376
90.51379,7,10582.15709
35.116362,4,10607.411193
65.265133,7,10649.889064
89.424106,8,10698.65771
46.313972,4,10723.791148
85.013815,7,10768.511729
57.753608,1,10776.639346
75.274443,7,10821.122985
46.60462,5,10851.970417
113.8833,9,10908.49281
9.679606,2,10922.739645
97.078858,8,10972.522637
50.482251,4,10997.720873
82.169494,8,11044.722251
94.452418,8,11093.840672
56.453072,5,11126.160985
20.272836,3,11143.772905
31.946684,3,11161.987656
93.416082,9,11218.620187
50.768371,5,11250.236364
43.972567,5,11281.735993
83.887066,8,11331.369322
122.731678,6,11368.588278
67.830337,6,11406.744722
73.61307,7,11448.176357
37.970564,3,11466.968846
102.870446,8,11512.652076
84.432323,9,11568.735168
34.901258,3,11588.229896
111.533731,9,11644.70124
44.570232,4,11669.283954
81.457533,7,11711.968871
31.630077,3,11732.351051
82.013882,8,11779.816926
103.908489,8,11826.868797
73.991662,7,11871.599898
87.008283,7,11916.366293
133.74555,7,11960.102037
103.870743,8,12010.51563
33.073234,4,12036.587912
148.454042,8,12085.967064
82.610506,8,12135.715475
22.931327,3,12155.517915
61.020102,6,12194.01804
52.230834,5,12226.316609
34.231262,4,12253.088518
70.68566,2,12266.830553
135.599044,7,12308.632727
70.499582,7,12351.614885
51.339708,4,12377.664532
42.039644,4,12403.647929
107.760909,9,12460.340006
42.313073,5,12491.602598
44.393654,4,12518.549308
109.673756,9,12574.697423
63.588142,7,12617.713908
98.244915,10,12679.56437
83.39286,3,12700.313829
70.450854,2,12714.163389
57.287134,1,12722.353904
98.83915,8,12769.762408
70.536186,7,12813.811921
34.14248,4,12839.197096
94.767038,8,12890.244479
43.907222,5,12923.683655
9.764972,2,12937.627028
35.904978,4,12963.729868
85.783924,8,13014.261644
90.696027,7,13056.576635
69.457327,6,13094.64454
108.981894,10,13156.229292
86.913996,8,13205.751294
87.577898,8,13254.853513
64.048591,5,13286.159351
96.639083,4,13311.047187
87.530012,8,13359.226994
109.869899,9,13411.915698
8.595751,2,13425.049991
33.556858,3,13445.179588
87.120985,8,13494.641971
86.913586,9,13547.830474
85.863407,8,13594.519136
91.551055,8,13643.126466
58.835897,6,13680.097864
49.916062,5,13711.561744
64.643615,8,13760.708264
102.558346,9,13813.990122
65.663362,7,13855.562819
64.26676,7,13898.775338
116.443924,9,13953.658174
98.83934,9,14007.706317
42.658655,4,14031.756399
71.919223,9,14084.947163
66.341323,7,14127.594481
145.539447,8,14175.306239
109.339285,10,14235.963169
95.443625,9,14291.273333
106.157925,11,14357.45463
10.29693,2,14370.687829
67.805916,7,14412.070776
95.437869,8,14459.750382
22.358083,3,14479.138746
93.189757,9,14533.688652
83.210193,7,14575.67761
100.363668,9,14628.706225
35.84722,4,14654.009056
91.401629,9,14707.754844
40.105703,4,14732.704391
32.686006,3,14752.087077
34.293874,3,14772.132813
113.431813,10,14831.905525
69.728748,7,14874.720844
49.779773,4,14899.172758
57.678942,6,14935.801886
80.835313,7,14977.940451
103.35575,8,15029.860279
78.803107,8,15078.622643
80.225008,9,15133.823829
83.478447,8,15182.967138
105.697149,9,15239.404321
67.450681,6,15275.651664
51.19607,6,15312.883815
65.380429,6,15349.122053
68.88512,7,15392.546599
90.27008,8,15441.431598
74.908083,8,15490.860782
108.827626,11,15556.460892
90.436479,7,15599.788856
84.774397,8,15649.815428
96.823526,4,15675.087287
135.294481,7,15719.667596
83.711384,7,15763.33075
74.220901,7,15808.510114
121.965924,6,15844.546623
106.874021,10,15904.963486
88.266615,9,15957.212811
74.108798,7,16000.763257
146.239854,8,16048.895003
83.183928,3,16069.348814
70.322586,6,16107.61182
90.424289,9,16162.244895
47.766689,5,16192.932033
109.030761,9,16248.778529
100.979615,10,16309.598845
64.478267,8,16358.543819
51.159974,5,16391.584385
99.065339,9,16445.259879
69.639987,6,16483.326204
145.946248,8,16533.5584
51.552367,7,16576.811458
99.598488,9,16635.545938
64.264914,5,16668.908916
72.836741,8,16717.926694
64.898114,6,16755.056486
107.362261,10,16817.036752
70.867706,7,16859.926532
75.450359,8,16910.059613
94.743323,9,16964.578369
57.993987,1,16972.19674
78.464037,8,17022.329406
81.773871,8,17069.90693
77.072491,8,17118.300652
66.472224,7,17160.112556
70.376602,2,17173.573553
80.954745,7,17217.671755
128.815076,10,17278.943041
20.981498,2,17292.305931
35.762168,4,17318.830493
63.032355,8,17370.338371
12.995988,1,17378.238219
76.213253,8,17426.005795
94.88414,9,17482.471062
79.507751,8,17530.720306
79.563752,8,17580.03746
69.034727,6,17617.87053
109.778617,5,17649.954
40.865924,5,17683.338857
74.967506,8,17733.591585
68.20775,7,17776.853066
122.588686,6,17814.686198
80.73671,9,17869.108367
68.268919,7,17913.573164
73.037016,7,17956.119705
113.125743,11,18024.021028
41.452626,4,18049.606741
83.44663,3,18069.252095
75.113582,8,18119.190032
63.16196,5,18152.034287
55.343891,6,18189.418227
68.601497,8,18238.80043
81.193255,3,18258.904246
89.203643,8,18308.438327
61.529754,7,18352.218022
105.491016,9,18407.366708
68.177535,7,18450.651299
101.50678,10,18512.899999
93.749415,10,18573.414947
122.801417,11,18638.704366
77.030576,7,18683.981278
81.274502,8,18735.015526
96.548984,10,18796.715059
85.669072,8,18845.145056
96.505364,4,18869.3976
134.985068,7,18910.870249
75.063472,7,18952.108422
58.592668,6,18988.485327
109.691809,10,19047.803142
103.763408,8,19097.047486
76.066278,8,19146.546082
58.270853,6,19185.119879
104.174517,9,19242.046767
74.363846,7,19287.496197
121.193296,11,19353.294253
58.332629,5,19385.195144
121.550956,11,19450.495582
104.741436,5,19481.521541
72.955566,8,19532.690253
90.709977,8,19580.376234
114.473391,10,19643.225279
94.55,4,19669.132924
60.91175,5,19700.215237
127.041844,11,19767.108579
112.932281,11,19834.698047
124.051978,11,19901.324652
126.229163,11,19965.911465
87.585115,9,20021.097976
88.070057,9,20073.740395
86.377987,8,20121.556702
125.357592,11,20186.195515
70.605261,2,20199.363254
99.538622,10,20258.045847
105.212238,10,20319.49126
120.754235,11,20386.157336
110.14159,10,20449.407313
25.982925,2,20462.671357
106.767897,10,20522.590103
121.822425,10,20582.728757
90.004983,9,20638.870876
38.569303,3,20657.879104
117.51351,11,20722.604195
77.424729,6,20759.461854
127.426323,10,20821.70466
87.857221,8,20871.209645
105.962431,10,20932.838553
57.94251,5,20964.478197
114.999323,11,21030.102931
66.321498,7,21071.386303
119.113879,11,21138.034876
134.196913,7,21180.485356
77.934153,8,21229.640139
82.376036,3,21248.768435
102.874093,10,21312.107798
120.509691,11,21378.034854
96.357693,4,21403.133997
106.171826,9,21457.145887
25.602627,2,21470.051836
120.273132,11,21537.234619
72.551009,6,21575.800212
106.403563,5,21608.933177
67.778654,6,21646.714938
100.405303,10,21705.833585
47.896379,5,21734.881188
123.222656,11,21799.431936
55.266844,8,21848.61809
124.520798,11,21915.830592
99.095581,9,21969.815155
105.611132,9,22024.446695
56.571375,6,22062.498602
42.851575,5,22094.013534
83.851273,3,22113.680901
53.232963,7,22154.853058
30.710187,4,22179.896661
57.765064,6,22216.964325
89.767411,7,22261.679817
40.862119,6,22299.201832
82.021777,8,22346.518655
107.718902,5,22377.296602
95.320857,8,22426.255548
121.970955,11,22493.396975
35.780943,4,22519.136573
111.148157,11,22584.834981
113.923318,10,22645.142026
119.204877,11,22711.09574
123.206073,11,22777.667544
67.976593,8,22826.566253
73.47076,7,22869.059896
93.518482,9,22923.896914
117.118198,11,22990.492943
110.31835,9,23045.360475
29.720394,4,23070.70921
68.56199,8,23121.07684
74.529293,8,23170.391439
100.229637,9,23223.390844
79.389657,8,23273.109213
32.714502,4,23297.391405
75.784571,8,23346.399644
98.521064,9,23401.240163
83.655228,3,23421.88052
28.843895,3,23441.578633
83.857767,3,23461.557995
85.818809,9,23517.184071
101.565917,9,23574.48776
63.155393,6,23610.156044
51.766747,4,23636.193091
41.246312,6,23674.152955
94.204672,8,23722.230812
103.35208,10,23785.255588
29.587272,3,23804.05388
172.176888,10,23864.554626
57.698205,1,23872.042915
35.995809,4,23896.927827
115.087825,9,23951.458808
43.187962,5,23983.461085
82.651236,3,24002.987071
89.152384,8,24052.12184
108.339119,10,24112.758872
108.149028,10,24175.236456
119.419203,6,24212.842424
125.59008,11,24279.336153
76.966019,7,24323.486748
53.470055,6,24359.902253
52.476574,6,24397.085735
34.249732,4,24422.818885
59.650433,6,24460.601005
44.652324,4,24485.951759
70.594282,8,24533.052589
89.535414,9,24588.136258
104.966962,9,24643.533512
104.887658,10,24704.233992
121.11144,11,24770.215642
43.329243,4,24794.900939
88.576272,7,24840.598748
157.922674,9,24894.466348
46.025706,5,24924.615885
127.374679,11,24991.409303
121.989271,11,25057.798498
77.669696,8,25106.73279
120.745034,11,25172.480269
148.258781,8,25219.730026
125.116619,11,25285.299108
51.385655,6,25321.555504
113.197032,11,25389.046693
63.433822,8,25439.463682
115.831425,9,25492.447168
123.685348,11,25558.602036
50.772951,5,25589.719547
51.079456,4,25615.895316
126.259596,11,25681.378881
53.007515,6,25719.578326
109.209139,10,25779.145106
96.000709,4,25804.817762
97.492022,9,25859.429031
63.662134,8,25908.410555
98.755195,9,25963.712498
77.151377,7,26006.43068
29.995146,4,26032.175348
79.806709,7,26076.627646
73.585023,7,26118.797868
96.188449,4,26144.627914
72.112595,7,26187.91543
61.48712,5,26218.29316
104.491179,9,26272.208554
52.263732,1,26280.559146
122.060498,11,26347.414481
49.453407,5,26378.209062
55.615801,5,26409.842046
55.259538,6,26447.141154
73.863607,7,26491.324155
53.16891,6,26527.575321
111.530679,11,26595.893638
121.24084,6,26632.411325
83.421756,9,26685.894624
85.563164,8,26734.104784
77.5915,6,26770.260485
88.938993,7,26813.139014
86.622171,10,26873.689798
84.296717,8,26922.255937
54.389477,6,26960.356928
100.663028,10,27020.645512
100.527683,9,27075.603546
135.093491,7,27118.636863
114.155304,9,27173.336308
123.410552,11,27237.120357
84.783259,9,27291.92582
100.538856,9,27346.308917
75.360053,8,27396.336597
99.583586,9,27450.536054
126.047861,11,27515.652928
90.782262,7,27557.952594
123.992562,11,27625.575658
77.573603,7,27669.852405
108.943495,10,27732.583953
37.538069,5,27765.116859
92.962697,9,27821.741463
118.397679,11,27888.082874
79.817247,8,27936.502738
121.978033,11,28003.772846
89.633513,8,28052.45179
80.259238,7,28097.599695
78.459762,7,28143.805826
107.393956,5,28175.481835
99.506576,8,28223.989953
59.185444,6,28261.382382
62.752252,6,28300.181778
119.058939,11,28365.249224
112.994822,11,28431.413337
95.01196,8,28479.149976
89.816899,8,28530.096772
120.959453,6,28568.514786
80.612176,8,28619.447942
123.509377,11,28687.062497
107.4496,10,28750.330324
97.816803,9,28805.481653
124.983392,11,28871.811026
97.208753,8,28923.029841
76.22515,7,28967.545079
107.492531,5,28999.194297
123.171568,11,29064.844739
101.249945,9,29119.994623
96.72374,9,29174.660673
83.065067,3,29194.19383
73.742019,8,29244.742807
78.518055,7,29287.716528
105.356057,11,29355.093649
51.713565,6,29392.698579
45.270826,5,29423.999178
94.83116,4,29449.276136
108.879941,11,29515.509482
102.0392,10,29578.514004
73.399391,7,29621.010078
103.973298,10,29683.192861
75.19957,8,29733.157254
43.850083,4,29759.091297
73.369392,7,29802.974736
99.064753,9,29857.459023
84.298809,8,29908.605772
82.075866,3,29928.377669
83.963549,7,29970.943803
72.113202,7,30013.840418
61.102761,6,30049.539514
55.537003,6,30087.378195
58.988948,6,30125.733346
71.767972,8,30174.088695
91.314273,8,30224.638854
104.197311,9,30279.206177
169.555364,10,30339.77105
50.616516,5,30371.072338
120.697236,11,30438.505442
109.07252,9,30492.254721
109.43332,5,30522.365522
86.917406,8,30572.453083
135.134401,7,30616.12621
126.023486,11,30681.586721
58.706906,6,30717.918001
118.485375,6,30755.137691
124.331086,11,30822.285858
120.377681,6,30861.285728
89.365459,7,30903.717275
77.442523,6,30941.218776
110.276497,10,31003.185287
42.776976,4,31028.933833
104.15044,10,31093.384979
70.127966,7,31136.733757
107.461439,10,31199.800936
115.252995,11,31268.21803
108.874582,10,31330.416559
117.624313,11,31396.799494
112.398289,11,31464.170862
105.065911,9,31518.432096
118.108573,11,31585.602658
119.14488,11,31652.155582
78.8938,7,31696.165777
76.656788,8,31746.614616
111.322126,11,31813.530948
112.197681,11,31876.856874
110.976176,10,31940.150632
80.760354,8,31988.75126
53.359965,6,32025.155553
124.173925,11,32092.885152
51.551632,1,32100.784711
50.81318,6,32137.534623
108.191933,10,32197.792882
102.878851,9,32252.495387
67.26473,7,32295.659974
101.645521,8,32343.101348
124.157623,11,32408.160561
72.531941,7,32451.126642
159.355688,9,32505.876497
124.6479,11,32571.592848
112.838415,9,32626.200995
113.362052,11,32693.125141
76.851776,6,32728.876715
130.889772,11,32796.37662
54.576647,6,32833.780587
122.342182,11,32901.658346
76.531143,7,32945.854309
59.117075,7,32989.692023
110.439343,11,33055.223763
117.07216,11,33120.374467
59.708662,6,33156.478835
75.907034,6,33192.506731
108.221543,10,33254.91172
101.419179,8,33304.155846
60.876587,6,33339.973183
34.258013,4,33365.223866
119.909083,11,33432.82136
96.169785,9,33487.135703
77.779096,7,33529.980769
120.732191,11,33595.459493
65.581065,7,33637.286141
82.373426,9,33691.419595
122.193505,6,33729.906163
94.668562,10,33791.108804
155.675041,9,33846.652909
110.460223,11,33911.75281
134.071346,11,33978.586338
99.727583,8,34027.801496
116.619347,11,34095.752775
125.313967,11,34162.351585
138.398051,11,34229.203218
84.293262,9,34282.022911
122.184527,11,34346.215933
106.639535,11,34413.460115
125.377974,11,34479.483023
22.496733,3,34498.91173
81.268174,8,34546.738992
96.123067,10,34605.968527
125.32652,11,34672.732389
134.400793,7,34714.999856
109.417435,5,34745.819928
89.583439,8,34792.74704
132.12311,7,34834.746845
82.314022,9,34888.780555
79.874664,8,34937.778983
93.74336,4,34962.679436
117.249838,10,35022.863218
121.125178,11,35089.168914
141.965244,11,35154.245691
98.203714,9,35206.963197
102.708246,9,35262.600645
107.800462,5,35294.930008
78.147113,7,35337.47966
57.813551,5,35369.195507
93.702217,9,35424.582186
76.169229,8,35472.631974
123.322926,11,35538.694454
99.652757,9,35592.384853
126.624442,11,35659.93131
37.17258,4,35684.682553
119.814086,11,35750.275769
81.57024,8,35799.842316
95.016,9,35855.742385
51.826866,4,35880.050195
48.0,1,35887.525411
70.529905,7,35929.493623
111.422426,10,35992.057772
126.435832,11,36058.242161
62.022349,7,36100.047033
94.622259,8,36145.859781
93.929046,8,36194.26408
120.978985,11,36261.290809
120.170105,10,36323.474232
139.037966,8,36372.339824
106.590351,10,36436.523029
135.351465,7,36479.024294
60.980018,6,36517.13813
106.983389,9,36572.364817
94.474776,9,36627.558887
113.113772,10,36690.237719
114.847728,6,36728.344981
92.546047,8,36775.004157
61.00608,6,36812.571424
121.775644,6,36850.126628
37.505411,5,36882.509921
110.075714,10,36944.902931
121.560989,11,37013.308262
113.850192,10,37076.286031
107.203726,10,37138.65209
89.285007,9,37192.768164
118.698465,11,37259.422589
96.531401,8,37308.55823
53.092035,5,37340.688097
127.817939,11,37408.105378
86.297519,9,37464.273694
110.344351,10,37527.486528
104.255577,10,37590.217084
126.535603,11,37657.572638
73.04741,7,37702.062995
131.107462,11,37767.105263
133.483702,7,37809.516356
63.07988,6,37846.900588
142.426925,8,37896.549872
126.206661,11,37963.631526
12.851845,1,37971.449498
89.531412,7,38016.014675
93.947954,8,38066.33232
122.936042,6,38103.366071
122.485286,11,38171.29872
118.316621,10,38235.695843
116.797977,11,38301.448766
146.527371,8,38352.596471
110.974872,10,38415.196917
86.568775,8,38463.586777
112.449639,10,38525.84498
104.341864,10,38589.899728
160.655425,9,38644.945775
38.663925,3,38663.925225
58.749607,5,38695.617521
108.537599,10,38758.445161
125.405765,11,38823.961065
126.104258,11,38891.860455
124.535332,10,38955.261294
112.704639,10,39017.979495
105.23174,10,39078.960152
95.132386,4,39104.895121
126.593134,11,39170.26706
73.732958,7,39211.72628
119.619387,11,39278.625557
67.749473,7,39321.046486
122.816071,11,39387.324994
95.054002,8,39437.473397
109.555445,5,39469.212663
60.151176,6,39505.927943
87.473856,8,39556.48019
67.525121,7,39598.945854
117.729798,11,39665.857113
3.0,1,39673.242943
114.99801,11,39740.374068
123.490597,11,39806.490251
115.968125,11,39872.157228
83.397466,3,39890.137869
93.371174,9,39944.50572
159.572965,9,40000.756017
133.97971,7,40044.603437
121.531177,11,40112.110834
83.256425,3,40132.653435
116.47902,11,40197.907042
113.426893,10,40260.070984
90.541614,8,40308.954003
103.273308,8,40358.711273
113.999933,9,40411.736257
101.972602,10,40472.569367
76.990596,6,40508.475902
92.47459,8,40557.208201
141.474998,8,40605.285079
124.425231,11,40670.42043
82.913773,8,40717.699958
112.421074,9,40771.168135
131.794144,11,40838.901708
125.925502,11,40906.567835
72.309562,7,40951.451492
107.687111,5,40982.433493
116.269843,11,41050.115838
124.071346,11,41116.569768
90.753168,9,41171.749612
125.273248,11,41237.733477
55.337681,6,41274.04879
126.735938,11,41340.648346
94.74498,8,41389.14845
81.945493,3,41408.381889
145.130706,8,41456.486734
50.86096,5,41488.098927
121.934277,11,41552.880243
79.902617,7,41596.714616
124.615849,11,41664.728834
82.678947,8,41712.512998
121.409874,11,41778.918758
116.018798,10,41842.496366
122.188302,11,41908.745229
126.026773,11,41975.255737
133.405537,11,42041.810883
103.822547,9,42096.947018
125.358264,11,42162.689198
103.557022,5,42195.197397
103.4591,8,42242.375077
86.942342,7,42286.083494
52.561644,6,42323.357836
121.513069,11,42391.126556
174.654188,10,42453.148023
124.848896,11,42520.210208
46.082428,6,42556.960581
115.949253,9,42610.084907
125.818913,11,42676.441352
60.334278,6,42713.461222
124.119398,11,42777.74432
118.870738,11,42843.741831
52.991752,5,42876.064472
125.904144,11,42942.094894
160.069294,9,42997.022446
107.159194,10,43059.639398
124.112623,11,43124.727436
101.840097,8,43174.559621
121.718709,6,43214.072522
111.676468,11,43281.606383
104.333813,5,43314.10519
115.443811,10,43375.240384
95.5411,4,43399.753515
125.581799,11,43466.509474
77.599563,6,43502.011934
125.747308,11,43567.674106
124.107155,11,43634.984821
48.741721,5,43666.086473
96.42761,4,43691.770639
121.199143,11,43757.365244
122.415975,11,43824.253641
122.06967,10,43885.684107
86.544001,8,43935.484978
146.132521,8,43985.285629
70.595281,6,44022.568373
102.878488,8,44070.100819
81.085049,7,44112.807811
124.235109,11,44180.009967
125.853752,11,44246.700706
120.989303,11,44312.673435
158.923256,9,44367.917178
90.697625,9,44422.941329
105.549936,5,44454.233881
124.129057,11,44519.90318
82.622229,8,44568.880865
48.5108,5,44600.682278
84.179173,7,44642.513337
119.404788,11,44710.314327
58.162173,6,44748.46529
117.997863,10,44809.253713
125.968927,11,44873.947596
116.963639,10,44932.61748
123.667889,10,44994.312194
122.83918,10,45055.044394
108.415017,9,45107.495099
84.981886,8,45156.479717
76.227321,6,45194.3999
93.395934,8,45242.726131
121.925053,6,45278.028772
77.347149,6,45316.766143
129.763899,11,45383.117438
123.75745,11,45449.976824
124.700955,11,45515.028068
88.857814,9,45572.209816
102.053508,9,45625.94842
52.60421,5,45656.892733
51.676163,1,45665.227952
81.677704,8,45711.507996
86.972821,4,45737.275835
44.700429,5,45768.173273
123.994913,11,45834.741011
52.648483,6,45871.364668
103.124612,9,45926.390712
81.228797,8,45975.074737
125.68096,11,46040.914524
129.222222,11,46106.6613
125.321256,11,46173.672399
57.151469,5,46204.644455
122.886141,6,46240.949827
50.41693,5,46272.077327
123.507112,11,46338.788365
70.40046,6,46374.917364
124.687254,11,46441.139148
102.12303,9,46496.436969
58.288685,6,46533.622352
117.605482,11,46599.327393
77.757872,6,46636.133844
139.177793,11,46702.803247
85.026546,8,46750.304685
126.601792,11,46817.857511
87.546606,7,46860.241679
109.558876,5,46891.710746
49.485785,5,46923.384983
125.332773,11,46990.574836
120.792241,11,47058.286538
101.58272,8,47105.217046
105.661934,10,47166.650959
125.282444,11,47233.481638
119.779984,11,47300.156924
96.438191,4,47325.699461
89.385062,8,47374.087867
71.715068,7,47415.632679
124.547841,10,47477.148018
123.542614,11,47544.047195
101.187037,8,47592.880415
101.746597,5,47626.270449
120.696567,11,47691.548845
118.753562,11,47757.519239
93.744186,9,47811.463263
122.10039,11,47877.746241
121.595252,11,47945.045843
115.633919,11,48012.782153
142.317292,11,48079.248028
142.451718,11,48145.282988
124.777699,11,48211.476753
63.81777,5,48241.861257
109.601933,5,48273.431319
129.969419,11,48341.077034
121.871532,11,48407.677182
126.705869,11,48473.914041
125.65649,11,48537.790739
118.876664,11,48603.559309
106.341929,6,48641.151239
122.139166,11,48704.607225
124.815163,11,48767.778792
90.006054,8,48816.586311
